,exp,edu,scale,avgsalary,lnsalary,city,type,industry
305,2年经验,本科,50-150人,12.5,2.525728644308256,深圳,民营公司,金融/投资/证券
306,3-4年经验,本科,500-1000人,12.5,2.525728644308256,广州,上市公司,其他
307,3-4年经验,大专,50-150人,8.5,2.1400661634962708,南京,民营公司,金融/投资/证券
308,无工作经验,中专,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
309,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
310,2年经验,本科,150-500人,12.5,2.525728644308256,上海,民营公司,其他
311,2年经验,大专,150-500人,7.0,1.9459101490553128,杭州,民营公司,互联网/电子商务
312,3-4年经验,本科,50-150人,9.0,2.19722457733622,武汉,民营公司,其他
313,无工作经验,大专,150-500人,12.5,2.525728644308256,广州,民营公司,金融/投资/证券
314,1年经验,本科,150-500人,7.5,2.0149030205422647,广州,民营公司,互联网/电子商务
315,3-4年经验,大专,150-500人,15.0,2.7080502011022096,深圳,民营公司,互联网/电子商务
316,无工作经验,本科,150-500人,7.0,1.9459101490553128,其他,民营公司,其他
317,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券
318,3-4年经验,本科,500-1000人,12.5,2.525728644308256,深圳,民营公司,互联网/电子商务
319,1年经验,本科,50-150人,9.0,2.19722457733622,广州,民营公司,互联网/电子商务
320,3-4年经验,本科,1000-5000人,12.5,2.525728644308256,上海,民营公司,其他
321,1年经验,本科,10000人以上,7.0,1.9459101490553128,深圳,外资企业,其他
322,3-4年经验,本科,150-500人,11.5,2.4423470353692043,上海,民营公司,其他
323,无工作经验,大专,500-1000人,5.25,1.6582280766035324,武汉,民营公司,专业服务(咨询、人力资源、财会)
324,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,其他,民营公司,其他
325,1年经验,大专,1000-5000人,6.0,1.791759469228055,武汉,民营公司,其他
326,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
327,1年经验,本科,150-500人,9.0,2.19722457733622,杭州,民营公司,互联网/电子商务
328,无工作经验,无学历要求,500-1000人,5.0,1.6094379124341005,广州,外资企业,其他
329,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,杭州,国企,金融/投资/证券
330,3-4年经验,本科,50-150人,15.0,2.7080502011022096,杭州,民营公司,计算机软件
331,2年经验,本科,1000-5000人,17.5,2.862200880929469,杭州,民营公司,通信/电信运营、增值服务
332,3-4年经验,本科,500-1000人,9.0,2.19722457733622,其他,合资,计算机软件
333,5-7年经验,本科,1000-5000人,10.0,2.302585092994046,南京,民营公司,互联网/电子商务
334,3-4年经验,本科,500-1000人,8.0,2.079441541679836,其他,民营公司,计算机软件
335,无工作经验,无学历要求,150-500人,17.5,2.862200880929469,深圳,民营公司,金融/投资/证券
336,无工作经验,无学历要求,150-500人,10.5,2.3513752571634776,广州,民营公司,互联网/电子商务
337,无工作经验,本科,500-1000人,5.0,1.6094379124341005,其他,民营公司,计算机服务(系统、数据服务、维修)
338,1年经验,本科,10000人以上,7.0,1.9459101490553128,其他,上市公司,计算机软件
339,2年经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,其他
340,3-4年经验,本科,50-150人,16.0,2.772588722239781,深圳,民营公司,金融/投资/证券
341,无工作经验,大专,50-150人,4.5,1.5040773967762742,成都,民营公司,计算机软件
342,2年经验,本科,少于50人,6.0,1.791759469228055,广州,民营公司,互联网/电子商务
343,无工作经验,本科,500-1000人,6.0,1.791759469228055,深圳,民营公司,金融/投资/证券
344,无工作经验,高中,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
345,1年经验,本科,少于50人,13.0,2.5649493574615367,杭州,民营公司,其他
346,1年经验,大专,10000人以上,5.5,1.7047480922384253,杭州,民营公司,快速消费品(食品、饮料、化妆品)
347,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
348,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
349,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
350,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,其他,民营公司,其他
351,无工作经验,本科,150-500人,7.5,2.0149030205422647,其他,民营公司,计算机软件
352,1年经验,本科,10000人以上,9.0,2.19722457733622,广州,上市公司,教育/培训/院校
353,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
354,5-7年经验,本科,150-500人,22.5,3.1135153092103742,深圳,民营公司,快速消费品(食品、饮料、化妆品)
355,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
356,3-4年经验,本科,1000-5000人,14.583333333333336,2.6798793241355137,上海,民营公司,互联网/电子商务
357,无工作经验,无学历要求,少于50人,27.5,3.3141860046725258,其他,民营公司,计算机软件
358,3-4年经验,大专,50-150人,21.5,3.068052935133617,其他,民营公司,其他
359,无工作经验,本科,150-500人,5.5,1.7047480922384253,广州,民营公司,互联网/电子商务
360,无工作经验,无学历要求,50-150人,6.0,1.791759469228055,广州,民营公司,互联网/电子商务
361,5-7年经验,本科,500-1000人,20.0,2.9957322735539913,深圳,民营公司,其他
362,1年经验,大专,150-500人,10.5,2.3513752571634776,北京,民营公司,金融/投资/证券
363,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,其他
364,2年经验,本科,50-150人,12.5,2.525728644308256,广州,民营公司,计算机软件
365,1年经验,大专,150-500人,7.5,2.0149030205422647,成都,民营公司,计算机软件
366,2年经验,本科,1000-5000人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券
367,2年经验,硕士,150-500人,55.0,4.007333185232471,深圳,民营公司,计算机软件
368,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,上海,民营公司,其他
369,无工作经验,无学历要求,50-150人,7.5,2.0149030205422647,其他,民营公司,其他
370,2年经验,本科,少于50人,9.0,2.19722457733622,上海,民营公司,其他
371,1年经验,大专,50-150人,4.75,1.5581446180465501,广州,民营公司,服装/纺织/皮革
372,3-4年经验,本科,500-1000人,15.0,2.7080502011022096,其他,民营公司,计算机软件
373,1年经验,本科,500-1000人,7.0,1.9459101490553128,上海,外资企业,专业服务(咨询、人力资源、财会)
374,无工作经验,大专,150-500人,3.0,1.0986122886681098,杭州,民营公司,计算机软件
375,无工作经验,硕士,500-1000人,15.0,2.7080502011022096,其他,民营公司,其他
376,1年经验,大专,500-1000人,6.0,1.791759469228055,其他,民营公司,计算机软件
377,2年经验,本科,500-1000人,6.0,1.791759469228055,杭州,国企,其他
378,3-4年经验,本科,500-1000人,25.0,3.218875824868201,上海,民营公司,互联网/电子商务
379,无工作经验,本科,500-1000人,8.0,2.079441541679836,杭州,外资企业,其他
380,无工作经验,本科,150-500人,6.75,1.9095425048844383,深圳,民营公司,互联网/电子商务
381,1年经验,大专,10000人以上,9.0,2.19722457733622,其他,民营公司,其他
382,5-7年经验,本科,5000-10000人,12.5,2.525728644308256,上海,外资企业,其他
383,3-4年经验,本科,500-1000人,30.0,3.4011973816621555,上海,民营公司,互联网/电子商务
384,3-4年经验,本科,1000-5000人,18.0,2.8903717578961645,上海,创业公司,互联网/电子商务
385,无工作经验,大专,150-500人,7.0,1.9459101490553128,合肥,合资,计算机软件
386,1年经验,本科,150-500人,5.5,1.7047480922384253,其他,民营公司,其他
387,无工作经验,大专,50-150人,4.5,1.5040773967762742,其他,民营公司,计算机服务(系统、数据服务、维修)
388,2年经验,本科,150-500人,12.5,2.525728644308256,深圳,民营公司,互联网/电子商务
389,无工作经验,大专,150-500人,8.0,2.079441541679836,其他,民营公司,金融/投资/证券
390,无工作经验,本科,150-500人,7.0,1.9459101490553128,广州,外资企业,互联网/电子商务
391,无工作经验,无学历要求,150-500人,12.0,2.4849066497880004,北京,民营公司,互联网/电子商务
392,2年经验,本科,50-150人,10.0,2.302585092994046,上海,民营公司,其他
393,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券
394,1年经验,本科,50-150人,12.5,2.525728644308256,上海,民营公司,通信/电信运营、增值服务
395,1年经验,硕士,50-150人,7.0,1.9459101490553128,其他,民营公司,专业服务(咨询、人力资源、财会)
396,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
397,3-4年经验,本科,1000-5000人,12.5,2.525728644308256,上海,合资,计算机服务(系统、数据服务、维修)
398,无工作经验,无学历要求,50-150人,4.25,1.4469189829363254,其他,外资企业,其他
399,1年经验,大专,150-500人,6.0,1.791759469228055,其他,民营公司,金融/投资/证券
400,1年经验,大专,150-500人,5.25,1.6582280766035324,其他,民营公司,其他
401,无工作经验,本科,50-150人,14.0,2.6390573296152584,上海,合资,计算机服务(系统、数据服务、维修)
402,3-4年经验,本科,10000人以上,9.0,2.19722457733622,广州,民营公司,快速消费品(食品、饮料、化妆品)
403,1年经验,大专,50-150人,9.0,2.19722457733622,广州,合资,金融/投资/证券
404,无工作经验,高中,50-150人,3.75,1.3217558399823195,广州,民营公司,金融/投资/证券
405,1年经验,本科,150-500人,6.5,1.8718021769015916,武汉,民营公司,其他
406,无工作经验,无学历要求,150-500人,17.5,2.862200880929469,深圳,民营公司,互联网/电子商务
407,无工作经验,大专,500-1000人,7.5,2.0149030205422647,广州,民营公司,快速消费品(食品、饮料、化妆品)
408,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,其他,民营公司,互联网/电子商务
409,3-4年经验,本科,150-500人,8.0,2.079441541679836,其他,民营公司,互联网/电子商务
410,3-4年经验,大专,50-150人,12.5,2.525728644308256,成都,民营公司,计算机软件
411,1年经验,大专,50-150人,5.25,1.6582280766035324,杭州,民营公司,互联网/电子商务
412,3-4年经验,本科,150-500人,11.5,2.4423470353692043,杭州,民营公司,互联网/电子商务
413,3-4年经验,本科,150-500人,16.0,2.772588722239781,南京,民营公司,互联网/电子商务
414,3-4年经验,本科,1000-5000人,16.666666666666664,2.8134107167600364,上海,民营公司,其他
415,3-4年经验,本科,500-1000人,8.0,2.079441541679836,其他,民营公司,互联网/电子商务
416,1年经验,大专,1000-5000人,9.0,2.19722457733622,其他,民营公司,互联网/电子商务
417,无工作经验,本科,1000-5000人,8.5,2.1400661634962708,其他,国企,计算机软件
418,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,教育/培训/院校
419,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,上海,民营公司,服装/纺织/皮革
420,2年经验,本科,150-500人,10.0,2.302585092994046,上海,民营公司,互联网/电子商务
421,无工作经验,本科,150-500人,9.0,2.19722457733622,上海,民营公司,其他
422,3-4年经验,本科,50-150人,12.5,2.525728644308256,杭州,民营公司,金融/投资/证券
423,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券
424,2年经验,本科,10000人以上,9.0,2.19722457733622,广州,上市公司,其他
425,3-4年经验,本科,150-500人,8.0,2.079441541679836,其他,合资,其他
426,无工作经验,无学历要求,1000-5000人,18.0,2.8903717578961645,深圳,民营公司,金融/投资/证券
427,无工作经验,大专,150-500人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券
428,2年经验,本科,50-150人,7.0,1.9459101490553128,深圳,民营公司,互联网/电子商务
429,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
430,3-4年经验,本科,150-500人,15.0,2.7080502011022096,深圳,民营公司,互联网/电子商务
431,无工作经验,本科,500-1000人,9.0,2.19722457733622,上海,国企,计算机服务(系统、数据服务、维修)
432,无工作经验,本科,150-500人,9.0,2.19722457733622,上海,民营公司,计算机软件
433,5-7年经验,本科,50-150人,9.0,2.19722457733622,其他,合资,互联网/电子商务
434,3-4年经验,大专,150-500人,8.0,2.079441541679836,广州,民营公司,其他
435,2年经验,硕士,1000-5000人,8.0,2.079441541679836,其他,国企,其他
436,1年经验,大专,150-500人,7.0,1.9459101490553128,上海,合资,快速消费品(食品、饮料、化妆品)
437,1年经验,中专,150-500人,3.25,1.1786549963416462,其他,民营公司,其他
438,1年经验,本科,少于50人,10.0,2.302585092994046,深圳,民营公司,通信/电信运营、增值服务
439,无工作经验,无学历要求,150-500人,10.416666666666668,2.3434070875143007,深圳,国企,其他
440,3-4年经验,本科,150-500人,11.5,2.4423470353692043,上海,民营公司,其他
441,无工作经验,大专,500-1000人,5.25,1.6582280766035324,武汉,民营公司,专业服务(咨询、人力资源、财会)
442,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,其他,民营公司,其他
443,1年经验,大专,1000-5000人,6.0,1.791759469228055,武汉,民营公司,其他
444,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券
445,1年经验,本科,150-500人,9.0,2.19722457733622,杭州,民营公司,互联网/电子商务
446,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,杭州,国企,金融/投资/证券
447,3-4年经验,本科,50-150人,15.0,2.7080502011022096,杭州,民营公司,计算机软件
448,2年经验,本科,1000-5000人,17.5,2.862200880929469,杭州,民营公司,通信/电信运营、增值服务
449,3-4年经验,本科,500-1000人,9.0,2.19722457733622,其他,合资,计算机软件
450,5-7年经验,本科,1000-5000人,10.0,2.302585092994046,南京,民营公司,互联网/电子商务
