,exp,edu,scale,avgsalary,lnsalary,city,type,industry,indu1
259,1年经验,本科,1000-5000人,6.0,1.791759469228055,武汉,上市公司,教育/培训/院校,其他
260,3-4年经验,本科,50-150人,14.0,2.6390573296152584,上海,民营公司,计算机软件,计算机软件
261,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,其他,其他
262,无工作经验,高中,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
263,2年经验,本科,1000-5000人,6.5,1.8718021769015916,其他,民营公司,其他,其他
264,1年经验,本科,少于50人,9.0,2.19722457733622,其他,民营公司,计算机软件,计算机软件
265,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
266,无工作经验,高中,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
267,2年经验,本科,150-500人,10.5,2.3513752571634776,上海,民营公司,互联网/电子商务,互联网/电子商务
268,无工作经验,高中,少于50人,9.0,2.19722457733622,其他,合资,金融/投资/证券,金融/投资/证券
269,无工作经验,本科,1000-5000人,6.5,1.8718021769015916,合肥,民营公司,互联网/电子商务,互联网/电子商务
270,无工作经验,无学历要求,少于50人,10.5,2.3513752571634776,北京,民营公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
271,1年经验,本科,500-1000人,7.0,1.9459101490553128,上海,合资,快速消费品(食品、饮料、化妆品),其他
272,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券,金融/投资/证券
273,2年经验,本科,50-150人,9.0,2.19722457733622,合肥,民营公司,教育/培训/院校,其他
274,5年以上工作经验,本科,50-150人,20.0,2.9957322735539913,深圳,民营公司,计算机软件,计算机软件
275,5年以上工作经验,本科,10000人以上,22.5,3.1135153092103742,上海,上市公司,其他,其他
276,1年经验,大专,少于50人,6.5,1.8718021769015916,其他,民营公司,互联网/电子商务,互联网/电子商务
277,无工作经验,无学历要求,150-500人,12.5,2.525728644308256,其他,民营公司,金融/投资/证券,金融/投资/证券
278,1年经验,无学历要求,500-1000人,12.5,2.525728644308256,上海,民营公司,互联网/电子商务,互联网/电子商务
279,2年经验,本科,50-150人,17.5,2.862200880929469,其他,合资,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
280,3-4年经验,本科,10000人以上,15.0,2.7080502011022096,其他,民营公司,其他,其他
281,1年经验,大专,10000人以上,7.0,1.9459101490553128,杭州,民营公司,互联网/电子商务,互联网/电子商务
282,无工作经验,硕士,50-150人,11.5,2.4423470353692043,杭州,民营公司,互联网/电子商务,互联网/电子商务
283,1年经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
284,1年经验,本科,150-500人,9.0,2.19722457733622,其他,民营公司,金融/投资/证券,金融/投资/证券
285,3-4年经验,本科,50-150人,20.0,2.9957322735539913,武汉,民营公司,互联网/电子商务,互联网/电子商务
286,2年经验,本科,150-500人,17.5,2.862200880929469,上海,民营公司,金融/投资/证券,金融/投资/证券
287,无工作经验,无学历要求,500-1000人,14.0,2.6390573296152584,其他,国企,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
288,无工作经验,无学历要求,150-500人,3.75,1.3217558399823195,广州,民营公司,其他,其他
289,1年经验,本科,150-500人,8.0,2.079441541679836,广州,外资企业,快速消费品(食品、饮料、化妆品),其他
290,1年经验,大专,150-500人,5.75,1.749199854809259,广州,民营公司,互联网/电子商务,互联网/电子商务
291,无工作经验,大专,1000-5000人,3.75,1.3217558399823195,其他,外资企业,其他,其他
292,无工作经验,本科,50-150人,20.0,2.9957322735539913,深圳,民营公司,金融/投资/证券,金融/投资/证券
293,无工作经验,大专,少于50人,27.5,3.3141860046725258,上海,合资,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
294,3-4年经验,本科,150-500人,8.0,2.079441541679836,其他,民营公司,计算机软件,计算机软件
295,1年经验,本科,150-500人,6.5,1.8718021769015916,上海,民营公司,计算机软件,计算机软件
296,无工作经验,无学历要求,500-1000人,6.5,1.8718021769015916,上海,民营公司,其他,其他
297,1年经验,大专,50-150人,6.0,1.791759469228055,其他,民营公司,计算机软件,计算机软件
298,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券,金融/投资/证券
299,2年经验,本科,500-1000人,11.5,2.4423470353692043,其他,民营公司,其他,其他
300,2年经验,本科,50-150人,12.5,2.525728644308256,深圳,民营公司,金融/投资/证券,金融/投资/证券
301,3-4年经验,本科,500-1000人,12.5,2.525728644308256,广州,上市公司,其他,其他
302,3-4年经验,大专,50-150人,8.5,2.1400661634962708,南京,民营公司,金融/投资/证券,金融/投资/证券
303,无工作经验,中专,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
304,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
305,2年经验,本科,150-500人,12.5,2.525728644308256,上海,民营公司,其他,其他
306,2年经验,大专,150-500人,7.0,1.9459101490553128,杭州,民营公司,互联网/电子商务,互联网/电子商务
307,3-4年经验,本科,50-150人,9.0,2.19722457733622,武汉,民营公司,其他,其他
308,无工作经验,大专,150-500人,12.5,2.525728644308256,广州,民营公司,金融/投资/证券,金融/投资/证券
309,1年经验,本科,150-500人,7.5,2.0149030205422647,广州,民营公司,互联网/电子商务,互联网/电子商务
310,3-4年经验,大专,150-500人,15.0,2.7080502011022096,深圳,民营公司,互联网/电子商务,互联网/电子商务
311,无工作经验,本科,150-500人,7.0,1.9459101490553128,其他,民营公司,其他,其他
312,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券,金融/投资/证券
313,3-4年经验,本科,500-1000人,12.5,2.525728644308256,深圳,民营公司,互联网/电子商务,互联网/电子商务
314,1年经验,本科,50-150人,9.0,2.19722457733622,广州,民营公司,互联网/电子商务,互联网/电子商务
315,3-4年经验,本科,1000-5000人,12.5,2.525728644308256,上海,民营公司,其他,其他
316,1年经验,本科,10000人以上,7.0,1.9459101490553128,深圳,外资企业,其他,其他
317,3-4年经验,本科,150-500人,11.5,2.4423470353692043,上海,民营公司,其他,其他
318,无工作经验,大专,500-1000人,5.25,1.6582280766035324,武汉,民营公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
319,无工作经验,无学历要求,1000-5000人,9.0,2.19722457733622,其他,民营公司,其他,其他
320,1年经验,大专,1000-5000人,6.0,1.791759469228055,武汉,民营公司,其他,其他
321,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
322,1年经验,本科,150-500人,9.0,2.19722457733622,杭州,民营公司,互联网/电子商务,互联网/电子商务
323,无工作经验,无学历要求,500-1000人,5.0,1.6094379124341005,广州,外资企业,其他,其他
324,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,杭州,国企,金融/投资/证券,金融/投资/证券
325,3-4年经验,本科,50-150人,15.0,2.7080502011022096,杭州,民营公司,计算机软件,计算机软件
326,2年经验,本科,1000-5000人,17.5,2.862200880929469,杭州,民营公司,通信/电信运营、增值服务,其他
327,3-4年经验,本科,500-1000人,9.0,2.19722457733622,其他,合资,计算机软件,计算机软件
328,5年以上工作经验,本科,1000-5000人,10.0,2.302585092994046,南京,民营公司,互联网/电子商务,互联网/电子商务
329,3-4年经验,本科,500-1000人,8.0,2.079441541679836,其他,民营公司,计算机软件,计算机软件
330,无工作经验,无学历要求,150-500人,17.5,2.862200880929469,深圳,民营公司,金融/投资/证券,金融/投资/证券
331,无工作经验,无学历要求,150-500人,10.5,2.3513752571634776,广州,民营公司,互联网/电子商务,互联网/电子商务
332,无工作经验,本科,500-1000人,5.0,1.6094379124341005,其他,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
333,1年经验,本科,10000人以上,7.0,1.9459101490553128,其他,上市公司,计算机软件,计算机软件
334,2年经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,其他,其他
335,3-4年经验,本科,50-150人,16.0,2.772588722239781,深圳,民营公司,金融/投资/证券,金融/投资/证券
336,无工作经验,大专,50-150人,4.5,1.5040773967762742,成都,民营公司,计算机软件,计算机软件
337,2年经验,本科,少于50人,6.0,1.791759469228055,广州,民营公司,互联网/电子商务,互联网/电子商务
338,无工作经验,本科,500-1000人,6.0,1.791759469228055,深圳,民营公司,金融/投资/证券,金融/投资/证券
339,无工作经验,高中,150-500人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
340,1年经验,本科,少于50人,13.0,2.5649493574615367,杭州,民营公司,其他,其他
341,1年经验,大专,10000人以上,5.5,1.7047480922384253,杭州,民营公司,快速消费品(食品、饮料、化妆品),其他
342,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
343,无工作经验,大专,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
344,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券,金融/投资/证券
345,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,其他,民营公司,其他,其他
346,无工作经验,本科,150-500人,7.5,2.0149030205422647,其他,民营公司,计算机软件,计算机软件
347,1年经验,本科,10000人以上,9.0,2.19722457733622,广州,上市公司,教育/培训/院校,其他
348,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
349,5年以上工作经验,本科,150-500人,22.5,3.1135153092103742,深圳,民营公司,快速消费品(食品、饮料、化妆品),其他
350,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
351,3-4年经验,本科,1000-5000人,14.583333333333336,2.6798793241355137,上海,民营公司,互联网/电子商务,互联网/电子商务
352,无工作经验,无学历要求,少于50人,27.5,3.3141860046725258,其他,民营公司,计算机软件,计算机软件
353,3-4年经验,大专,50-150人,21.5,3.068052935133617,其他,民营公司,其他,其他
354,无工作经验,本科,150-500人,5.5,1.7047480922384253,广州,民营公司,互联网/电子商务,互联网/电子商务
355,无工作经验,无学历要求,50-150人,6.0,1.791759469228055,广州,民营公司,互联网/电子商务,互联网/电子商务
356,5年以上工作经验,本科,500-1000人,20.0,2.9957322735539913,深圳,民营公司,其他,其他
357,1年经验,大专,150-500人,10.5,2.3513752571634776,北京,民营公司,金融/投资/证券,金融/投资/证券
358,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,其他,其他
359,2年经验,本科,50-150人,12.5,2.525728644308256,广州,民营公司,计算机软件,计算机软件
360,1年经验,大专,150-500人,7.5,2.0149030205422647,成都,民营公司,计算机软件,计算机软件
361,2年经验,本科,1000-5000人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券,金融/投资/证券
362,2年经验,硕士,150-500人,55.0,4.007333185232471,深圳,民营公司,计算机软件,计算机软件
363,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,上海,民营公司,其他,其他
364,无工作经验,无学历要求,50-150人,7.5,2.0149030205422647,其他,民营公司,其他,其他
365,2年经验,本科,少于50人,9.0,2.19722457733622,上海,民营公司,其他,其他
366,1年经验,大专,50-150人,4.75,1.5581446180465501,广州,民营公司,服装/纺织/皮革,服装/纺织/皮革
367,3-4年经验,本科,500-1000人,15.0,2.7080502011022096,其他,民营公司,计算机软件,计算机软件
368,1年经验,本科,500-1000人,7.0,1.9459101490553128,上海,外资企业,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
369,无工作经验,大专,150-500人,3.0,1.0986122886681098,杭州,民营公司,计算机软件,计算机软件
370,无工作经验,硕士,500-1000人,15.0,2.7080502011022096,其他,民营公司,其他,其他
371,1年经验,大专,500-1000人,6.0,1.791759469228055,其他,民营公司,计算机软件,计算机软件
372,2年经验,本科,500-1000人,6.0,1.791759469228055,杭州,国企,其他,其他
373,3-4年经验,本科,500-1000人,25.0,3.218875824868201,上海,民营公司,互联网/电子商务,互联网/电子商务
374,无工作经验,本科,500-1000人,8.0,2.079441541679836,杭州,外资企业,其他,其他
375,无工作经验,本科,150-500人,6.75,1.9095425048844383,深圳,民营公司,互联网/电子商务,互联网/电子商务
376,1年经验,大专,10000人以上,9.0,2.19722457733622,其他,民营公司,其他,其他
