,location,exp,edu,type,scale,industry,avgsalary,lnsalary
242,上海-杨浦区,2年经验,无学历要求,上市公司,150-500人,"计算机软件,电气/电力/水利",10.5,2.3513752571634776
243,广州-天河区,无工作经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647
244,唐山,3-4年经验,本科,上市公司,150-500人,仪器仪表/工业自动化,7.0,1.9459101490553128
245,广州-越秀区,无工作经验,无学历要求,合资,1000-5000人,教育/培训/院校,12.5,2.525728644308256
246,上海-浦东新区,无工作经验,无学历要求,民营公司,150-500人,通信/电信/网络设备,7.0,1.9459101490553128
247,广州-天河区,无工作经验,无学历要求,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622
248,杭州-西湖区,无工作经验,本科,民营公司,少于50人,互联网/电子商务,6.0,1.791759469228055
249,上海-闵行区,无工作经验,无学历要求,合资,150-500人,"专业服务(咨询、人力资源、财会),外包服务",30.0,3.4011973816621555
250,合肥-高新区,3-4年经验,本科,民营公司,50-150人,计算机服务(系统、数据服务、维修),11.5,2.4423470353692043
251,上海-浦东新区,2年经验,本科,合资,150-500人,"互联网/电子商务,汽车及零配件",15.0,2.70805020110221
252,杭州-西湖区,3-4年经验,本科,国企,150-500人,"计算机软件,互联网/电子商务",10.0,2.302585092994046
253,广州-黄埔区,1年经验,大专,外资（非欧美）,150-500人,快速消费品(食品、饮料、化妆品),5.25,1.6582280766035324
254,南京-雨花台区,1年经验,大专,民营公司,500-1000人,金融/投资/证券,9.0,2.19722457733622
255,上海-静安区,无工作经验,本科,外资（非欧美）,50-150人,"专业服务(咨询、人力资源、财会),快速消费品(食品、饮料、化妆品)",5.5,1.7047480922384253
256,上海-浦东新区,2年经验,本科,民营公司,500-1000人,"教育/培训/院校,计算机软件",17.5,2.862200880929469
257,太原,1年经验,无学历要求,民营公司,50-150人,"计算机软件,互联网/电子商务",4.0,1.3862943611198906
258,北京-朝阳区,2年经验,本科,民营公司,150-500人,"计算机服务(系统、数据服务、维修),互联网/电子商务",11.5,2.4423470353692043
259,上海-浦东新区,2年经验,本科,民营公司,50-150人,"电气/电力/水利,计算机软件",12.5,2.525728644308256
260,杭州,3-4年经验,本科,外资（欧美）,150-500人,专业服务(咨询、人力资源、财会),12.5,2.525728644308256
261,广州-天河区,1年经验,大专,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),5.25,1.6582280766035324
262,合肥-庐阳区,3-4年经验,大专,民营公司,10000人以上,"互联网/电子商务,汽车及零配件",8.5,2.1400661634962708
263,武汉-武昌区,1年经验,本科,上市公司,1000-5000人,教育/培训/院校,6.0,1.791759469228055
264,上海,3-4年经验,本科,民营公司,50-150人,"计算机软件,互联网/电子商务",14.0,2.6390573296152584
265,哈尔滨-呼兰区,无工作经验,无学历要求,民营公司,50-150人,"贸易/进出口,快速消费品(食品、饮料、化妆品)",7.0,1.9459101490553128
266,广州-天河区,无工作经验,高中,民营公司,50-150人,金融/投资/证券,7.0,1.9459101490553128
267,长沙-雨花区,2年经验,本科,民营公司,1000-5000人,"批发/零售,快速消费品(食品、饮料、化妆品)",6.5,1.8718021769015916
268,南昌-红谷滩新区,1年经验,本科,民营公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",9.0,2.19722457733622
269,广州-天河区,无工作经验,高中,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553128
270,广州-天河区,无工作经验,高中,民营公司,50-150人,金融/投资/证券,7.0,1.9459101490553128
271,上海-普陀区,2年经验,本科,民营公司,150-500人,互联网/电子商务,10.5,2.3513752571634776
272,太原,无工作经验,高中,合资,少于50人,"金融/投资/证券,互联网/电子商务",9.0,2.19722457733622
273,合肥-庐阳区,无工作经验,本科,民营公司,1000-5000人,"互联网/电子商务,通信/电信运营、增值服务",6.5,1.8718021769015916
274,北京-朝阳区,无工作经验,无学历要求,民营公司,少于50人,专业服务(咨询、人力资源、财会),10.5,2.3513752571634776
275,上海,1年经验,本科,合资,500-1000人,"快速消费品(食品、饮料、化妆品),美容/保健",7.0,1.9459101490553128
276,广州-天河区,无工作经验,大专,外资（非欧美）,150-500人,"金融/投资/证券,互联网/电子商务",9.0,2.19722457733622
277,合肥-高新区,2年经验,本科,民营公司,50-150人,"教育/培训/院校,计算机软件",9.0,2.19722457733622
278,深圳-福田区,5-7年经验,本科,民营公司,50-150人,计算机软件,20.0,2.995732273553991
279,上海-青浦区,5-7年经验,本科,上市公司,10000人以上,交通/运输/物流,22.5,3.1135153092103742
280,惠州,1年经验,大专,民营公司,少于50人,"互联网/电子商务,贸易/进出口",6.5,1.8718021769015916
281,南昌-青山湖区,无工作经验,无学历要求,民营公司,150-500人,金融/投资/证券,12.5,2.525728644308256
282,上海-浦东新区,1年经验,无学历要求,民营公司,500-1000人,互联网/电子商务,12.5,2.525728644308256
283,青岛-崂山区,2年经验,本科,合资,50-150人,专业服务(咨询、人力资源、财会),17.5,2.862200880929469
284,佛山-顺德区,3-4年经验,本科,民营公司,10000人以上,家具/家电/玩具/礼品,15.0,2.70805020110221
285,杭州,1年经验,大专,民营公司,10000人以上,互联网/电子商务,7.0,1.9459101490553128
286,杭州,无工作经验,硕士,民营公司,50-150人,"互联网/电子商务,计算机软件",11.5,2.4423470353692043
287,广州-天河区,1年经验,无学历要求,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622
288,南昌-红谷滩新区,1年经验,本科,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622
289,武汉-洪山区,3-4年经验,本科,民营公司,50-150人,"互联网/电子商务,计算机软件",20.0,2.995732273553991
290,上海-浦东新区,2年经验,本科,民营公司,150-500人,金融/投资/证券,17.5,2.862200880929469
291,苏州,无工作经验,无学历要求,国企,500-1000人,"计算机服务(系统、数据服务、维修),计算机软件",14.0,2.6390573296152584
292,广州-花都区,无工作经验,无学历要求,民营公司,150-500人,娱乐/休闲/体育,3.75,1.3217558399823195
293,广州-越秀区,1年经验,本科,外资（非欧美）,150-500人,快速消费品(食品、饮料、化妆品),8.0,2.079441541679836
294,广州-白云区,1年经验,大专,民营公司,150-500人,"互联网/电子商务,交通/运输/物流",5.75,1.749199854809259
295,昆山,无工作经验,大专,外资（非欧美）,1000-5000人,计算机硬件,3.75,1.3217558399823195
296,上海-闵行区,无工作经验,博士,民营公司,50-150人,"专业服务(咨询、人力资源、财会),学术/科研",20.0,2.995732273553991
297,深圳,无工作经验,本科,民营公司,50-150人,金融/投资/证券,20.0,2.995732273553991
298,上海,无工作经验,大专,合资,少于50人,"专业服务(咨询、人力资源、财会),制药/生物工程",27.5,3.3141860046725258
299,珠海,3-4年经验,本科,民营公司,150-500人,计算机软件,8.0,2.079441541679836
300,上海-浦东新区,1年经验,本科,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",6.5,1.8718021769015916
301,上海-静安区,无工作经验,无学历要求,民营公司,500-1000人,"网络游戏,互联网/电子商务",6.5,1.8718021769015916
302,温州,1年经验,大专,民营公司,50-150人,计算机软件,6.0,1.791759469228055
303,广州-天河区,无工作经验,高中,合资,150-500人,金融/投资/证券,7.0,1.9459101490553128
304,长沙,2年经验,本科,民营公司,500-1000人,仪器仪表/工业自动化,11.5,2.4423470353692043
305,深圳-南山区,2年经验,本科,民营公司,50-150人,"金融/投资/证券,计算机软件",12.5,2.525728644308256
306,广州,3-4年经验,本科,上市公司,500-1000人,网络游戏,12.5,2.525728644308256
307,南京-江宁区,3-4年经验,大专,民营公司,50-150人,金融/投资/证券,8.5,2.1400661634962708
308,广州-天河区,无工作经验,中专,民营公司,150-500人,金融/投资/证券,7.5,2.0149030205422647
309,广州-天河区,无工作经验,高中,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",9.0,2.19722457733622
310,上海-黄浦区,2年经验,本科,民营公司,150-500人,"电子技术/半导体/集成电路,影视/媒体/艺术/文化传播",12.5,2.525728644308256
311,杭州-西湖区,2年经验,大专,民营公司,150-500人,"互联网/电子商务,服装/纺织/皮革",7.0,1.9459101490553128
312,武汉-武昌区,3-4年经验,本科,民营公司,50-150人,生活服务,9.0,2.19722457733622
313,广州-天河区,无工作经验,大专,民营公司,150-500人,金融/投资/证券,12.5,2.525728644308256
314,广州-天河区,1年经验,本科,民营公司,150-500人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",7.5,2.0149030205422647
315,深圳-龙华新区,3-4年经验,大专,民营公司,150-500人,"互联网/电子商务,贸易/进出口",15.0,2.70805020110221
316,重庆-渝北区,无工作经验,本科,民营公司,150-500人,建筑/建材/工程,7.0,1.9459101490553128
317,张家港,无工作经验,大专,民营公司,50-150人,"金融/投资/证券,贸易/进出口",7.0,1.9459101490553128
318,深圳-南山区,3-4年经验,本科,民营公司,500-1000人,"互联网/电子商务,多元化业务集团公司",12.5,2.525728644308256
319,广州-番禺区,1年经验,本科,民营公司,50-150人,互联网/电子商务,9.0,2.19722457733622
320,上海-松江区,3-4年经验,本科,民营公司,1000-5000人,"网络游戏,互联网/电子商务",12.5,2.525728644308256
321,深圳-龙华新区,1年经验,本科,外资（非欧美）,10000人以上,"通信/电信/网络设备,计算机硬件",7.0,1.9459101490553128
322,上海-长宁区,3-4年经验,本科,民营公司,150-500人,"汽车及零配件,互联网/电子商务",11.5,2.4423470353692043
323,武汉-武昌区,无工作经验,大专,民营公司,500-1000人,专业服务(咨询、人力资源、财会),5.25,1.6582280766035324
324,福州,无工作经验,无学历要求,民营公司,1000-5000人,"网络游戏,互联网/电子商务",9.0,2.19722457733622
325,武汉-江汉区,1年经验,大专,民营公司,1000-5000人,"家居/室内设计/装潢,教育/培训/院校",6.0,1.791759469228055
326,广州-天河区,无工作经验,高中,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622
327,杭州-滨江区,1年经验,本科,民营公司,150-500人,互联网/电子商务,9.0,2.19722457733622
328,广州-海珠区,无工作经验,无学历要求,外资（非欧美）,500-1000人,"建筑/建材/工程,家居/室内设计/装潢",5.0,1.6094379124341005
329,杭州-下城区,无工作经验,无学历要求,国企,50-150人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",7.0,1.9459101490553128
330,杭州-西湖区,3-4年经验,本科,民营公司,50-150人,"计算机软件,互联网/电子商务",15.0,2.70805020110221
331,杭州,2年经验,本科,民营公司,1000-5000人,"通信/电信运营、增值服务,计算机软件",17.5,2.862200880929469
332,银川,3-4年经验,本科,合资,500-1000人,计算机软件,9.0,2.19722457733622
333,南京,5-7年经验,本科,民营公司,1000-5000人,互联网/电子商务,10.0,2.302585092994046
334,无锡,3-4年经验,本科,民营公司,500-1000人,"计算机软件,互联网/电子商务",8.0,2.079441541679836
335,深圳-龙岗区,无工作经验,无学历要求,民营公司,150-500人,金融/投资/证券,17.5,2.862200880929469
336,广州-天河区,无工作经验,无学历要求,民营公司,150-500人,互联网/电子商务,10.5,2.3513752571634776
337,福州-马尾区,无工作经验,本科,民营公司,500-1000人,"计算机服务(系统、数据服务、维修),互联网/电子商务",5.0,1.6094379124341005
338,无锡-惠山区,1年经验,本科,上市公司,10000人以上,计算机软件,7.0,1.9459101490553128
339,金华,2年经验,无学历要求,民营公司,50-150人,网络游戏,7.0,1.9459101490553128
340,深圳,3-4年经验,本科,民营公司,50-150人,"金融/投资/证券,互联网/电子商务",16.0,2.772588722239781
341,成都-青羊区,无工作经验,大专,民营公司,50-150人,"计算机软件,医疗/护理/卫生",4.5,1.5040773967762742
342,广州-天河区,2年经验,本科,民营公司,少于50人,"互联网/电子商务,贸易/进出口",6.0,1.791759469228055
343,深圳-罗湖区,无工作经验,本科,民营公司,500-1000人,"金融/投资/证券,银行",6.0,1.791759469228055
344,广州,无工作经验,高中,民营公司,150-500人,金融/投资/证券,7.5,2.0149030205422647
345,杭州-余杭区,1年经验,本科,民营公司,少于50人,"仪器仪表/工业自动化,机械/设备/重工",13.0,2.5649493574615367
346,杭州-江干区,1年经验,大专,民营公司,10000人以上,"快速消费品(食品、饮料、化妆品),家具/家电/玩具/礼品",5.5,1.7047480922384253
347,广州-天河区,无工作经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647
348,广州-天河区,无工作经验,大专,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622
349,广州-天河区,无工作经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647
350,厦门,无工作经验,无学历要求,民营公司,150-500人,贸易/进出口,5.25,1.6582280766035324
351,福州,无工作经验,本科,民营公司,150-500人,计算机软件,7.5,2.0149030205422647
352,广州-天河区,1年经验,本科,上市公司,10000人以上,教育/培训/院校,9.0,2.19722457733622
353,广州-天河区,无工作经验,高中,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553128
